symbol,MACD_Bullish,RSI_Oversold_Reversal,Volume_Surge,sector,undervalued,ema_bullish,bb_squeeze,rs_vs_proxy,avg_dollar_vol,passes_liquidity,drop_rebound_5%_success_rate,drop_rebound_10%_success_rate,events_10,drop_rebound_15%_success_rate,drop_rebound_20%_success_rate,events_20,drop_rebound_25%_success_rate,drop_rebound_30%_success_rate,events_25,events_30,q_demand_date,q_demand_proximal,q_demand_distal,q_demand_width,q_demand_delta,q_demand_distance,q_demand_distance_pct,q_demand_near,q_supply_date,q_supply_proximal,q_supply_distal,q_supply_width,q_supply_delta,q_supply_distance,q_supply_distance_pct,q_supply_near,score,label
CCK,True,False,False,Unknown,False,True,True,False,626045.597405,False,46.34,57.89,19,57.14,50.0,2,0.0,0.0,0,0,2024-09-30,94.85,69.88,24.97,2.219999999999999,2.219999999999999,2.3405376910911957,True,,,,,,,,,3,⚠️ WEAK
CCSI,False,False,False,Unknown,False,True,False,False,11915.747744999999,False,77.59,76.6,47,82.05,76.0,25,72.22,75.0,18,12,2025-06-30,23.06,17.84,5.219999999999999,6.330000000000002,6.330000000000002,27.450130095403306,False,2022-12-31,47.71,65.68,17.970000000000006,-18.32,18.32,38.398658562146295,False,1,⚠️ WEAK
CDNS,False,False,False,Unknown,False,True,False,False,2753972.67749,False,63.27,60.0,15,57.14,66.67,6,0.0,0.0,1,0,2025-06-30,308.15,221.56,86.58999999999997,41.960000000000036,41.960000000000036,13.616745091676144,False,,,,,,,,,1,⚠️ WEAK
CF,True,False,False,Unknown,False,True,False,False,1015835.987595,False,58.0,50.0,30,60.0,62.5,8,100.0,0.0,1,0,2025-06-30,91.46,66.56,24.89999999999999,0.6700000000000017,0.6700000000000017,0.7325606822654732,True,,,,,,,,,2,⚠️ WEAK
CI,False,False,False,Unknown,False,True,False,False,1585100.99877,False,40.91,47.62,21,66.67,50.0,2,0.0,0.0,0,0,2023-06-30,269.55,229.94,39.610000000000014,16.620000000000005,16.620000000000005,6.165831942125767,False,2024-03-31,292.08,356.01,63.93000000000001,-5.909999999999968,5.909999999999968,2.023418241577639,True,1,⚠️ WEAK
CMCSA,False,True,False,Unknown,True,True,False,False,4823187.389445,True,34.88,31.25,16,50.0,100.0,1,0.0,0.0,0,0,,,,,,,,,2024-12-31,36.55,44.12,7.57,-4.829999999999998,4.829999999999998,13.214774281805742,False,3,⚠️ WEAK
CMRE,False,False,False,Unknown,False,True,True,False,34481.027875,False,58.7,50.0,32,35.0,40.0,5,0.0,0.0,1,0,2025-06-30,9.0,5.84,3.16,3.5,3.5,38.88888888888889,False,,,,,,,,,2,⚠️ WEAK
CNXN,False,False,False,Unknown,False,True,False,False,14955.025280000002,False,53.06,57.14,21,55.56,0.0,0,0.0,0.0,0,0,2023-06-30,44.4,37.1,7.299999999999997,17.690000000000005,17.690000000000005,39.84234234234235,False,2024-09-30,63.72,76.55,12.829999999999998,-1.6299999999999955,1.6299999999999955,2.5580665411173817,True,1,⚠️ WEAK
COLL,False,False,False,Unknown,False,True,False,False,77742.69563999999,False,64.44,60.71,28,50.0,66.67,6,0.0,100.0,1,1,2025-06-30,29.85,23.23,6.620000000000001,4.559999999999995,4.559999999999995,15.27638190954772,False,,,,,,,,,1,⚠️ WEAK
COR,True,False,False,HealthcareDistributors,False,True,False,False,1546212.40339,False,44.12,40.0,5,0.0,0.0,0,0.0,0.0,0,0,2024-12-31,223.33,216.84,6.490000000000009,83.66999999999999,83.66999999999999,37.46473827967581,False,,,,,,,,,2,⚠️ WEAK
CRC,False,False,False,Unknown,False,True,False,False,305350.18995499995,False,52.0,58.06,31,76.47,83.33,6,66.67,100.0,3,1,2024-09-30,51.18,41.39,9.79,5.259999999999998,5.259999999999998,10.277452129738176,False,,,,,,,,,1,⚠️ WEAK
CRSR,False,False,False,Unknown,True,True,False,False,30488.22914,False,63.93,56.82,44,74.07,68.75,16,75.0,71.43,8,7,,,,,,,,,2023-06-30,17.74,20.72,2.9800000000000004,-9.269999999999998,9.269999999999998,52.25479143179255,False,2,⚠️ WEAK
CRVL,False,True,False,Unknown,False,True,False,False,54351.903405000005,False,55.1,60.0,30,44.44,0.0,1,0.0,0.0,0,0,2022-12-31,48.44,45.27,3.1699999999999946,30.200000000000003,30.200000000000003,62.34516928158548,False,2025-03-31,111.84,128.61,16.77000000000001,-33.2,33.2,29.685264663805437,False,2,⚠️ WEAK
CSCO,False,False,False,Unknown,False,True,True,False,6997571.9359,True,31.43,37.5,8,100.0,0.0,0,0.0,0.0,0,0,2024-09-30,51.8,43.31,8.489999999999995,15.420000000000002,15.420000000000002,29.768339768339775,False,,,,,,,,,2,⚠️ WEAK
CSGS,False,False,False,Tech,False,True,True,False,38722.950235000004,False,38.64,30.43,23,16.67,0.0,1,0.0,0.0,0,0,2023-06-30,50.66,44.44,6.219999999999999,14.5,14.5,28.62218712988551,False,,,,,,,,,2,⚠️ WEAK
CSV,True,False,False,Unknown,False,True,False,False,20091.50363,False,62.16,58.33,24,75.0,83.33,6,100.0,66.67,5,3,2023-06-30,31.44,24.64,6.800000000000001,13.669999999999998,13.669999999999998,43.4796437659033,False,,,,,,,,,2,⚠️ WEAK
CTEV,False,True,False,Unknown,False,True,False,False,26251.158155,False,85.94,78.95,57,78.0,81.63,49,81.4,81.08,43,37,2024-12-31,14.78,4.8,9.98,36.67,36.67,248.10554803788904,False,,,,,,,,,3,⚠️ WEAK
CTVA,False,False,False,Materials,False,True,False,False,1549631.871105,False,40.82,55.0,20,50.0,0.0,0,0.0,0.0,0,0,2023-12-31,49.8,42.25,7.549999999999997,18.290000000000006,18.290000000000006,36.726907630522106,False,,,,,,,,,1,⚠️ WEAK
CVS,False,False,False,HealthcareProviders,False,True,False,False,3012291.784525,True,50.0,48.48,33,50.0,57.14,7,40.0,0.0,5,1,2024-06-30,74.66,49.89,24.769999999999996,1.1099999999999994,1.1099999999999994,1.4867398874899538,True,2022-12-31,83.78,94.24,10.459999999999994,-8.010000000000005,8.010000000000005,9.56075435664837,False,1,⚠️ WEAK
DCI,False,False,False,Unknown,False,True,True,False,195166.26105000003,False,20.0,60.0,5,100.0,0.0,0,0.0,0.0,0,0,2025-06-30,69.06,56.96,12.100000000000001,11.959999999999994,11.959999999999994,17.318273964668396,False,,,,,,,,,2,⚠️ WEAK
DD,False,False,False,Materials,False,True,False,False,1141065.27023,False,40.91,52.94,17,66.67,66.67,3,50.0,100.0,2,1,2024-03-31,74.4,59.01,15.390000000000008,1.7800000000000011,1.7800000000000011,2.3924731182795713,True,2024-09-30,78.45,88.2,9.75,-2.269999999999996,2.269999999999996,2.8935627788400207,True,1,⚠️ WEAK
DDS,True,False,False,ConsumerDiscretionary,False,True,True,False,173858.832135,False,71.7,65.52,29,47.06,14.29,7,42.86,100.0,7,2,2025-06-30,417.83,282.07,135.76,205.93,205.93,49.28559461982146,False,,,,,,,,,3,⚠️ WEAK
DH,False,False,False,Unknown,True,True,False,False,7111.423145000003,False,70.97,75.0,52,71.79,61.54,26,57.14,66.67,21,15,2025-06-30,3.9,2.15,1.75,0.08000000000000007,0.08000000000000007,2.051282051282053,True,2023-09-30,7.99,12.46,4.470000000000001,-4.01,4.01,50.187734668335416,False,3,⚠️ WEAK
DLX,False,False,False,Unknown,False,True,True,False,24479.370974999998,False,59.62,51.72,29,47.06,20.0,10,25.0,33.33,4,3,2023-12-31,19.29,14.16,5.129999999999999,0.25,0.25,1.2960082944530846,True,,,,,,,,,2,⚠️ WEAK
DRI,False,True,False,Unknown,False,True,False,False,1425311.7794450002,False,40.62,22.22,9,0.0,0.0,0,0.0,0.0,0,0,2024-09-30,159.18,131.76,27.420000000000016,28.939999999999998,28.939999999999998,18.18067596431712,False,2025-06-30,204.04,226.68,22.640000000000015,-15.919999999999987,15.919999999999987,7.8023916879043265,False,2,⚠️ WEAK
DUK,True,False,False,Utilities,False,True,True,False,1322831.97031,False,27.59,25.0,4,0.0,0.0,0,0.0,0.0,0,0,2025-03-31,119.83,102.41,17.42,3.1899999999999977,3.1899999999999977,2.662104648251688,True,,,,,,,,,3,⚠️ WEAK
DVAX,True,False,False,Unknown,True,True,True,False,108458.19826500001,False,57.69,65.62,32,68.75,66.67,6,100.0,100.0,3,1,,,,,,,,,2022-12-31,10.64,13.5,2.8599999999999994,-0.8600000000000012,0.8600000000000012,8.082706766917305,False,4,⚠️ WEAK
EBF,True,False,False,Unknown,False,True,True,False,10135.723815,False,21.05,42.86,7,100.0,0.0,0,0.0,0.0,0,0,2022-12-31,17.39,15.56,1.83,0.9699999999999989,0.9699999999999989,5.577918343875784,False,2024-09-30,18.47,21.96,3.490000000000002,-0.10999999999999943,0.10999999999999943,0.5955603681645881,True,3,⚠️ WEAK
ECL,False,False,False,Unknown,False,True,True,False,1535968.16382,False,39.29,50.0,6,100.0,0.0,0,0.0,0.0,0,0,2025-06-30,268.79,220.55,48.24000000000001,2.2099999999999795,2.2099999999999795,0.8222032069645372,True,,,,,,,,,2,⚠️ WEAK
EHAB,True,False,False,Unknown,True,True,False,False,16750.938025,False,72.58,61.22,49,63.64,78.95,19,70.0,50.0,10,6,2024-12-31,7.86,6.85,1.0100000000000007,0.2499999999999991,0.2499999999999991,3.1806615776081313,False,2025-06-30,8.76,10.91,2.1500000000000004,-0.6500000000000004,0.6500000000000004,7.420091324200917,False,3,⚠️ WEAK
ELMD,False,False,False,Unknown,False,True,True,False,12784.635255,False,74.55,70.59,34,75.0,60.0,10,60.0,0.0,5,2,2024-09-30,21.47,13.74,7.729999999999999,2.7200000000000024,2.7200000000000024,12.668840242198428,False,,,,,,,,,2,⚠️ WEAK
ENS,True,False,False,Unknown,False,True,False,False,140979.51979,False,51.06,58.33,24,55.56,100.0,3,0.0,0.0,0,0,2024-09-30,102.46,87.86,14.599999999999994,9.180000000000007,9.180000000000007,8.959593987897724,False,,,,,,,,,2,⚠️ WEAK
ENTA,False,False,True,Unknown,True,True,False,False,13753.069215,False,72.88,72.0,50,63.41,70.27,37,76.67,61.9,30,21,2025-06-30,7.56,4.09,3.4699999999999998,0.34000000000000075,0.34000000000000075,4.497354497354507,False,2024-06-30,12.97,17.8,4.83,-5.07,5.07,39.09020817270625,False,4,⚠️ WEAK
ESCA,True,False,False,Unknown,False,True,True,False,724.046945,False,68.97,64.86,37,61.9,63.64,11,83.33,0.0,6,1,2022-12-31,9.18,8.34,0.8399999999999999,3.6500000000000004,3.6500000000000004,39.760348583878,False,2024-12-31,13.62,16.5,2.880000000000001,-0.7899999999999991,0.7899999999999991,5.800293685756235,False,3,⚠️ WEAK
ETD,False,False,False,Unknown,False,True,False,False,29588.5527,False,58.18,53.57,28,42.86,0.0,0,0.0,0.0,0,0,2023-12-31,28.46,22.33,6.130000000000003,0.7699999999999996,0.7699999999999996,2.705551651440617,True,,,,,,,,,1,⚠️ WEAK
EVTC,True,False,False,Unknown,False,True,True,False,44297.895215000004,False,50.94,40.74,27,71.43,100.0,1,0.0,0.0,0,0,2024-09-30,33.7,28.56,5.140000000000004,0.4099999999999966,0.4099999999999966,1.2166172106824824,True,2023-09-30,36.0,41.51,5.509999999999998,-1.8900000000000006,1.8900000000000006,5.250000000000002,False,3,⚠️ WEAK
F,True,False,True,Unknown,False,True,False,False,5684582.55254,True,53.57,54.55,33,50.0,50.0,10,75.0,100.0,4,2,2024-09-30,11.68,8.82,2.8599999999999994,0.33000000000000007,0.33000000000000007,2.825342465753425,True,,,,,,,,,3,⚠️ WEAK
FBP,True,False,False,Unknown,False,True,False,False,92421.02369999999,False,54.35,42.86,21,36.36,0.0,4,0.0,0.0,0,0,2025-06-30,20.6633,16.1241,4.539200000000001,1.6767000000000003,1.6767000000000003,8.114386375845099,False,,,,,,,,,2,⚠️ WEAK
FET,False,False,False,Energy,False,True,False,False,20461.943919999998,False,68.97,61.36,44,68.0,58.33,12,50.0,66.67,8,6,2023-06-30,26.38,20.3,6.079999999999998,2.3900000000000006,2.3900000000000006,9.059893858984083,False,,,,,,,,,1,⚠️ WEAK
FFIV,False,False,False,Unknown,False,True,False,False,384560.276395,False,51.72,46.67,15,66.67,100.0,1,0.0,0.0,0,0,2025-06-30,294.32,227.04,67.28,30.55000000000001,30.55000000000001,10.37985865724382,False,,,,,,,,,1,⚠️ WEAK
FG,False,True,False,Unknown,False,True,False,False,25929.039860000008,False,76.79,72.22,36,73.68,54.55,11,80.0,100.0,5,1,2023-06-30,23.53,13.89,9.64,8.369999999999997,8.369999999999997,35.57161070973224,False,2024-03-31,39.19,46.81,7.6200000000000045,-7.289999999999999,7.289999999999999,18.60168410308752,False,2,⚠️ WEAK
FLXS,False,False,False,Unknown,False,True,True,False,6830.2815,False,70.59,74.29,35,68.0,57.14,14,40.0,33.33,5,3,2025-06-30,36.4,29.1,7.299999999999997,11.079999999999998,11.079999999999998,30.439560439560438,False,,,,,,,,,2,⚠️ WEAK
FSBW,False,False,True,Unknown,False,True,False,False,2424.10572,False,55.32,57.14,21,33.33,25.0,4,100.0,0.0,1,0,2025-06-30,38.88,33.93,4.950000000000003,1.75,1.75,4.501028806584362,False,,,,,,,,,2,⚠️ WEAK
FTDR,False,False,False,Unknown,False,True,True,False,167517.17717500002,False,59.46,55.0,20,57.14,75.0,4,66.67,66.67,3,3,2025-06-30,58.94,35.61,23.33,8.019999999999996,8.019999999999996,13.607058025110275,False,,,,,,,,,2,⚠️ WEAK
FUNC,False,False,True,Unknown,False,True,False,False,3620.2984750000005,False,45.95,50.0,20,45.45,50.0,6,40.0,50.0,5,2,2025-06-30,30.81,24.31,6.5,7.309999999999999,7.309999999999999,23.72606296656929,False,,,,,,,,,2,⚠️ WEAK
GCBC,False,False,False,Unknown,True,True,False,False,1224.7812549999999,False,68.85,68.89,45,69.44,66.67,18,44.44,40.0,9,5,,,,,,,,,2023-09-30,23.44,35.85,12.41,-0.5199999999999996,0.5199999999999996,2.2184300341296908,True,2,⚠️ WEAK
GCI,False,False,False,Unknown,False,True,False,False,32511.39466,False,86.76,79.55,44,81.82,78.26,23,76.47,71.43,17,14,2025-06-30,3.58,2.55,1.0300000000000002,0.6600000000000001,0.6600000000000001,18.435754189944138,False,2024-09-30,4.7,5.93,1.2299999999999995,-0.45999999999999996,0.45999999999999996,9.787234042553191,False,1,⚠️ WEAK
GENC,False,True,False,Unknown,False,True,False,False,3193.8227749999996,False,65.38,79.17,24,75.0,66.67,9,50.0,66.67,6,3,2025-06-30,14.0,10.8,3.1999999999999993,0.5899999999999999,0.5899999999999999,4.2142857142857135,False,2024-09-30,19.34,24.88,5.539999999999999,-4.75,4.75,24.560496380558426,False,2,⚠️ WEAK
GFF,False,False,False,Industrials,False,True,False,False,78203.851705,False,68.75,62.96,27,71.43,80.0,5,50.0,100.0,4,1,2025-06-30,72.2,63.61,8.590000000000003,3.3999999999999915,3.3999999999999915,4.709141274238215,False,,,,,,,,,1,⚠️ WEAK
GHC,False,False,False,Unknown,False,True,True,False,78850.50122,False,51.16,50.0,12,0.0,0.0,0,0.0,0.0,0,0,2024-09-30,815.14,676.05,139.09000000000003,369.65999999999997,369.65999999999997,45.34926515690556,False,,,,,,,,,2,⚠️ WEAK
GILD,False,False,False,Unknown,False,True,False,False,3112123.18162,True,41.46,30.77,13,33.33,0.0,0,0.0,0.0,0,0,2022-12-31,77.76,55.19,22.570000000000007,34.33999999999999,34.33999999999999,44.16152263374484,False,,,,,,,,,1,⚠️ WEAK
GM,True,False,False,Unknown,False,True,False,False,2286241.4876800003,False,62.22,63.33,30,61.11,60.0,5,0.0,0.0,0,0,2025-06-30,49.08,41.36,7.719999999999999,12.160000000000004,12.160000000000004,24.775876120619404,False,,,,,,,,,2,⚠️ WEAK
GRBK,False,False,False,Unknown,False,True,True,False,63712.59968,False,65.31,59.09,22,55.56,33.33,6,33.33,0.0,3,0,2025-06-30,62.88,50.57,12.310000000000002,9.369999999999997,9.369999999999997,14.901399491094141,False,,,,,,,,,2,⚠️ WEAK
GRC,True,False,False,Unknown,False,True,False,False,14236.091695000001,False,47.73,40.91,22,50.0,66.67,3,0.0,0.0,0,0,2024-06-30,38.66,29.59,9.069999999999997,7.270000000000003,7.270000000000003,18.804966373512684,False,,,,,,,,,2,⚠️ WEAK
GS,False,False,False,Unknown,False,True,False,False,4296126.58812,True,51.61,53.33,15,57.14,66.67,3,100.0,100.0,1,1,2025-06-30,703.98,434.87,269.11,98.52999999999997,98.52999999999997,13.996136253870844,False,,,,,,,,,1,⚠️ WEAK
GTX,True,False,False,Unknown,False,True,False,False,301161.62905,False,54.17,61.54,26,75.0,66.67,3,100.0,0.0,1,0,2025-06-30,10.46,6.94,3.5200000000000005,3.3099999999999987,3.3099999999999987,31.644359464627136,False,,,,,,,,,2,⚠️ WEAK
HAE,False,True,False,Unknown,True,True,False,False,300540.75226000004,False,54.55,50.0,32,50.0,33.33,9,40.0,25.0,5,4,,,,,,,,,2024-12-31,78.08,94.99,16.909999999999997,-29.909999999999997,29.909999999999997,38.306864754098356,False,3,⚠️ WEAK
HAS,False,False,False,Unknown,False,True,False,False,504499.53033499996,False,54.05,53.85,26,56.25,57.14,7,50.0,50.0,4,2,2025-06-30,73.17,48.07,25.1,2.4200000000000017,2.4200000000000017,3.3073664069974056,False,,,,,,,,,1,⚠️ WEAK
HBT,False,False,False,Unknown,False,True,True,False,2348.947305,False,42.86,40.91,22,57.14,0.0,1,0.0,0.0,1,0,2025-06-30,25.0,19.12,5.879999999999999,0.6400000000000006,0.6400000000000006,2.5600000000000023,True,,,,,,,,,2,⚠️ WEAK
HCKT,False,False,False,ITServices,True,True,False,False,22154.11533,False,34.88,33.33,24,30.0,50.0,4,0.0,0.0,0,0,,,,,,,,,2023-09-30,21.32,23.8,2.4800000000000004,-2.030000000000001,2.030000000000001,9.521575984990625,False,2,⚠️ WEAK
HCSG,False,False,False,Unknown,False,True,False,False,55295.202645,False,59.65,56.41,39,50.0,25.0,4,0.0,0.0,1,0,2025-06-30,15.03,9.12,5.91,1.33,1.33,8.84896872920825,False,,,,,,,,,1,⚠️ WEAK
HD,False,False,False,Unknown,False,True,True,False,6420340.523185,True,44.12,28.57,14,42.86,0.0,0,0.0,0.0,0,0,2024-06-30,367.83,312.18,55.64999999999998,42.25999999999999,42.25999999999999,11.489003072071336,False,,,,,,,,,2,⚠️ WEAK
HFFG,False,False,True,Unknown,True,True,False,False,1383.5041400000002,False,73.33,71.15,52,71.79,75.0,32,75.0,63.64,20,11,,,,,,,,,2025-03-31,3.25,4.93,1.6799999999999997,-0.4900000000000002,0.4900000000000002,15.076923076923082,False,4,⚠️ WEAK
HIG,False,False,False,Unknown,False,True,False,False,739810.5845700001,False,38.46,42.86,7,100.0,0.0,0,0.0,0.0,0,0,2025-03-31,122.75,103.64,19.11,10.360000000000014,10.360000000000014,8.4399185336049,False,,,,,,,,,1,⚠️ WEAK
HQY,True,False,False,Unknown,False,True,True,False,603202.704515,False,69.23,58.62,29,68.18,70.0,10,100.0,100.0,3,1,2024-09-30,86.5,65.01,21.489999999999995,10.030000000000001,10.030000000000001,11.595375722543354,False,,,,,,,,,3,⚠️ WEAK
HRMY,False,True,False,Unknown,True,True,False,False,179371.53031499998,False,70.18,66.67,39,80.0,75.0,16,77.78,100.0,9,5,,,,,,,,,2024-03-31,31.1,35.4,4.299999999999997,-3.59,3.59,11.543408360128616,False,3,⚠️ WEAK
HRTG,False,False,False,Unknown,False,True,False,False,82095.054615,False,82.81,82.98,47,80.0,72.73,22,68.75,70.0,16,10,2024-09-30,12.24,6.14,6.1000000000000005,12.62,12.62,103.10457516339868,False,,,,,,,,,1,⚠️ WEAK
HSII,False,False,False,Unknown,False,True,True,False,18032.804235,False,54.17,58.33,24,83.33,66.67,3,0.0,0.0,1,0,2025-06-30,45.62,36.63,8.989999999999995,4.0,4.0,8.768084173608068,False,,,,,,,,,2,⚠️ WEAK
HSTM,False,False,False,Unknown,False,True,True,False,24774.62502,False,40.0,50.0,14,80.0,66.67,3,0.0,0.0,0,0,2024-06-30,27.76,23.77,3.990000000000002,1.379999999999999,1.379999999999999,4.971181556195962,False,2025-03-31,31.83,34.13,2.3000000000000043,-2.6899999999999977,2.6899999999999977,8.451146716933703,False,2,⚠️ WEAK
HWBK,False,False,False,Unknown,False,True,True,False,766.9695450000002,False,38.64,50.0,26,36.36,28.57,7,100.0,0.0,3,0,2023-12-31,24.07,14.13,9.94,7.359999999999999,7.359999999999999,30.577482343165762,False,,,,,,,,,2,⚠️ WEAK
IAS,True,False,True,Unknown,False,True,False,False,325602.48614,False,62.0,63.64,33,50.0,53.33,15,40.0,33.33,10,9,2024-06-30,9.92,7.98,1.9399999999999995,0.3000000000000007,0.3000000000000007,3.0241935483871036,False,2024-12-31,10.44,13.62,3.1799999999999997,-0.21999999999999886,0.21999999999999886,2.1072796934865794,True,3,⚠️ WEAK
IBEX,False,False,False,Unknown,False,True,False,True,54436.40745499999,False,67.8,67.57,37,58.33,57.89,19,66.67,66.67,12,6,2023-09-30,21.29,11.44,9.85,19.72,19.72,92.62564584311883,False,,,,,,,,,2,⚠️ WEAK
IDT,False,False,False,Unknown,False,True,False,False,42528.61338,False,53.33,50.0,20,50.0,0.0,3,50.0,0.0,2,1,2024-09-30,38.05,33.69,4.359999999999999,24.520000000000003,24.520000000000003,64.44152431011828,False,,,,,,,,,1,⚠️ WEAK
III,True,False,False,Unknown,False,True,False,False,8884.919774650001,False,62.07,58.33,36,52.94,33.33,6,100.0,0.0,2,0,2022-12-31,4.1989,3.6882,0.5106999999999999,1.7710999999999997,1.7710999999999997,42.180094786729846,False,,,,,,,,,2,⚠️ WEAK
INCY,False,False,False,Unknown,False,True,False,False,627060.984135,False,42.55,53.57,28,30.77,33.33,3,100.0,0.0,1,0,2025-06-30,68.1,53.56,14.539999999999992,14.600000000000009,14.600000000000009,21.439060205580045,False,,,,,,,,,1,⚠️ WEAK
INDV,False,False,False,Unknown,False,True,False,False,269159.33345,False,70.27,68.75,32,68.18,82.35,17,81.82,83.33,11,6,2023-12-31,21.24,14.38,6.859999999999998,2.6800000000000033,2.6800000000000033,12.617702448210938,False,,,,,,,,,1,⚠️ WEAK
INNV,False,False,False,Unknown,True,True,False,False,1282.637155,False,79.66,78.85,52,74.42,74.29,35,80.0,83.33,25,18,2025-06-30,3.69,2.6,1.0899999999999999,1.1099999999999999,1.1099999999999999,30.081300813008127,False,2023-03-31,7.26,8.15,0.8900000000000006,-2.46,2.46,33.88429752066116,False,3,⚠️ WEAK
INSE,False,False,False,Unknown,True,True,True,False,4282.294954999999,False,70.0,71.74,46,66.67,81.25,16,77.78,83.33,9,6,2025-06-30,8.43,6.505,1.9249999999999998,0.6899999999999995,0.6899999999999995,8.185053380782913,False,2024-06-30,9.15,10.75,1.5999999999999996,-0.030000000000001137,0.030000000000001137,0.3278688524590288,True,3,⚠️ WEAK
IRMD,False,False,False,Unknown,False,True,False,False,10986.10191,False,62.75,65.0,20,33.33,50.0,2,0.0,0.0,0,0,2025-06-30,59.65,47.21,12.439999999999998,10.619999999999997,10.619999999999997,17.80385582564962,False,,,,,,,,,1,⚠️ WEAK
IT,True,False,False,Unknown,True,True,False,False,1876490.3403450001,False,45.45,36.84,19,44.44,71.43,7,60.0,33.33,5,3,,,,,,,,,2022-12-31,279.6,358.25,78.64999999999998,-15.510000000000048,15.510000000000048,5.547210300429201,False,3,⚠️ WEAK
JAKK,True,False,False,Unknown,True,True,False,False,7901.088829999999,False,69.64,62.5,48,58.62,57.89,19,50.0,66.67,16,9,2023-03-31,16.86,13.2,3.66,1.6900000000000013,1.6900000000000013,10.023724792408075,False,2025-03-31,24.04,34.55,10.509999999999998,-5.489999999999998,5.489999999999998,22.836938435940095,False,3,⚠️ WEAK
JBI,False,False,False,Unknown,False,True,False,False,38481.816485,False,63.64,71.43,35,66.67,66.67,9,88.89,83.33,9,6,2022-12-31,9.52,7.97,1.5499999999999998,0.5,0.5,5.2521008403361344,False,2024-03-31,13.93,15.86,1.9299999999999997,-3.91,3.91,28.068916008614504,False,1,⚠️ WEAK
JMSB,False,False,False,Unknown,False,True,True,False,1621.015025,False,72.22,68.42,38,67.86,66.67,12,62.5,50.0,8,2,2025-06-30,18.53,13.59,4.940000000000001,1.75,1.75,9.444144630329196,False,2022-12-31,23.61,28.7,5.09,-3.3299999999999983,3.3299999999999983,14.104193138500628,False,2,⚠️ WEAK
JNJ,False,False,False,Unknown,False,True,False,False,5964675.38891,True,10.71,0.0,10,0.0,0.0,0,0.0,0.0,0,0,2025-03-31,163.23,137.37,25.859999999999985,16.480000000000018,16.480000000000018,10.09618329963856,False,,,,,,,,,1,⚠️ WEAK
KAR,False,False,False,Unknown,False,True,False,False,136806.79744,False,50.0,58.82,17,57.14,100.0,1,0.0,0.0,0,0,2025-06-30,24.45,17.08,7.370000000000001,3.6400000000000006,3.6400000000000006,14.887525562372192,False,,,,,,,,,1,⚠️ WEAK
KELYA,False,False,False,Industrials,True,True,False,False,21595.50504,False,49.06,63.33,30,63.64,50.0,4,33.33,33.33,3,3,2025-06-30,13.1,10.68,2.42,0.040000000000000924,0.040000000000000924,0.30534351145038874,True,2023-06-30,15.82,18.67,2.8500000000000014,-2.6799999999999997,2.6799999999999997,16.940581542351453,False,2,⚠️ WEAK
KR,False,False,False,ConsumerStaples,False,True,False,False,2902887.2541500004,False,30.56,50.0,8,0.0,0.0,0,0.0,0.0,0,0,2023-12-31,44.01,40.52,3.489999999999995,21.449999999999996,21.449999999999996,48.7389229720518,False,,,,,,,,,1,⚠️ WEAK
LAUR,True,False,False,Unknown,False,True,False,False,163495.15840500002,False,51.11,66.67,12,50.0,66.67,3,100.0,0.0,1,0,,,,,,,,,,,,,,,,,2,⚠️ WEAK
LFST,False,False,False,Unknown,True,True,False,False,63303.32015,False,74.0,68.57,35,61.29,60.0,25,52.94,75.0,17,12,,,,,,,,,2024-03-31,6.17,9.2,3.0299999999999994,-0.75,0.75,12.155591572123177,False,2,⚠️ WEAK
LGND,False,False,False,Unknown,False,True,True,False,114456.23024499998,False,60.38,61.29,31,47.06,62.5,8,100.0,0.0,1,0,2025-06-30,113.68,93.58,20.10000000000001,56.03999999999999,56.03999999999999,49.29627023223082,False,,,,,,,,,2,⚠️ WEAK
LIVN,False,False,False,Unknown,False,True,False,False,147902.73646999997,False,52.94,70.97,31,70.0,50.0,10,25.0,100.0,4,1,2023-12-31,52.49,42.75,9.740000000000002,0.9499999999999957,0.9499999999999957,1.8098685463897801,True,2024-06-30,54.82,64.48,9.660000000000004,-1.3800000000000026,1.3800000000000026,2.5173294418095633,True,1,⚠️ WEAK
LKQ,False,True,False,Unknown,True,True,False,False,470411.53117000003,False,48.98,40.74,27,50.0,60.0,5,50.0,0.0,2,0,,,,,,,,,2025-03-31,35.95,43.77,7.82,-5.650000000000002,5.650000000000002,15.716272600834497,False,3,⚠️ WEAK
LMAT,False,False,False,Unknown,False,True,False,False,54408.08167,False,56.82,66.67,27,60.0,80.0,5,0.0,0.0,0,0,2025-06-30,83.19,71.1,12.090000000000003,1.0,1.0,1.2020675561966583,True,2024-12-31,91.5,108.82,17.319999999999993,-7.310000000000002,7.310000000000002,7.989071038251369,False,1,⚠️ WEAK
LOPE,True,False,False,Unknown,False,True,False,False,125513.131825,False,48.78,47.06,17,0.0,0.0,0,0.0,0.0,0,0,2024-12-31,163.8,130.69,33.110000000000014,53.139999999999986,53.139999999999986,32.44200244200243,False,,,,,,,,,2,⚠️ WEAK
LRN,False,False,False,Unknown,False,True,False,False,596860.6188149999,False,54.55,56.52,23,66.67,66.67,3,50.0,0.0,2,1,2024-12-31,103.93,63.25,40.68000000000001,44.43000000000001,44.43000000000001,42.7499278360435,False,,,,,,,,,1,⚠️ WEAK
